Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE17946	TNF dependent induction of inhibitory pathways in CD4+ T cells in HIV and LCMV [CD4+ T activation]	Expression profiling by array	Homo sapiens	21	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17946/suppl	NA	NA	Joachim Schultze	Mar 07, 2016
GSE6967	Spermatozoal RNA Profiles (Human-6 BeadChip)	Expression profiling by array	Homo sapiens	13	GDS2696	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6967/suppl	17327269	NA	Stephen A Krawetz	Apr 27, 2007
GSE7471	Gene Expression Profiles in Intracranial Arteries and Abdominal Aortae	Expression profiling by array	Homo sapiens	12	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7471/suppl	NA	NA	Gerard Tromp	Apr 04, 2008
GSE29521	Early gene expression changes in peripheral blood leukocytes with rush immunotherapy	Expression profiling by array	Homo sapiens	13	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29521/suppl	NA	NA	Laurie S Davis	Dec 30, 2011
GSE5423	H9 hES cells vs. universal RNAs	Expression profiling by array	Homo sapiens	2	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5423/suppl	17506876	NA	Boris Greber	Jun 01, 2007
GSE7084	Expression data from the abdominal aorta and abdominal aortic aneurysm	Expression profiling by array	Homo sapiens	19	GDS2838	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7084/suppl	17634102;21493888	NA	Gerard Tromp	Jul 26, 2007
GSE12051	Microarray predictor of response to infliximab in rheumatoid arthritis (RA) patients	Expression profiling by array	Homo sapiens	44	GDS3628	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12051/suppl	19847310	NA	Toni Julià	Oct 02, 2009
GSE55468	Genome-wide analysis of gene expression variation in CD4+ T cells from patients with active rheumatoid arthritis (RA).	Expression profiling by array	Homo sapiens	26	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55468/suppl	24959711	NA	Toni Julià	May 26, 2014
GSE16835	Regulatory T-cell comittment is ensured by inhibition of the global gene regulator SATB1	Expression profiling by array	Homo sapiens	10	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16835/suppl	NA	NA	Joachim Schultze	May 31, 2017
GSE28302	Whole genome expression array profiling highlights differences in mucosal defense genes in Barrett's esophagus and esophageal adenocarcinoma.	Expression profiling by array	Homo sapiens	54	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28302/suppl	21829465	NA	Derek John Nancarrow	Aug 17, 2011
GSE7833	Regulation of mRNA transcript expression by hypoxia in human peripheral blood lymphocytes	Expression profiling by array	Homo sapiens	6	GDS2951	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7833/suppl	19008490	NA	Jerome Tremblay Brooks	May 18, 2007
GSE7865	Gene expression in undifferentiated human ES cells - Illumina	Expression profiling by array	Homo sapiens	3	NA	TXT	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7865/suppl	17597760	NA	Paul Tesar	Jun 27, 2007
