Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE108656	"c-Myc/BMI1 axis is essential for SETDB1-mediated breast tumorigenesis"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108656/suppl"			"Phillip H Koeffler"	"May 01, 2018"
GSE112384	"Nano-targeted double-edged induction of ferroptosis eradicates high-risk neuroblastoma"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112384/suppl"			"Ken Declerck"	"May 01, 2018"
GSE99728	"Genes differentially regulated by miR-489"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99728/suppl"			"Hexin Chen"	"Apr 30, 2018"
GSE113647	"Myeloma cells via E-cadherin convert pDCs to become tumor-promoting cells"	"Expression profiling by array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113647/suppl"			"ENGUANG BI"	"Apr 26, 2018"
GSE113440	"MicroRNA-590-3p promotes ovarian cancer growth and metastasis via a novel FOXA2-Versican pathway"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113440/suppl"			"Chun Peng"	"Apr 21, 2018"
GSE100648	"Early arthritis B cell gene expression profiling"	"Expression profiling by array"	"Homo sapiens"	242		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100648/suppl"	29193869		"Andrew James Skelton"	"Apr 18, 2018"
GSE109558	"Proinflammatory cytokines and response to molds in mononuclear cells of patients with Meniere disease, vestibular migarine and Healthy controls"	"Expression profiling by array"	"Homo sapiens"	41		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109558/suppl"	29654306		"Jose Antonio Lopez-Escamez"	"Apr 18, 2018"
GSE113295	"Reprogrammed marrow adipocytes: an unexpected role in the genesis of myeloma-induced bone disease"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113295/suppl"			"Jing Yang"	"Apr 18, 2018"
GSE68020	"Identification of gene expression biomarkers in urine for the non-invasive detection of bladder cancer"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68020/suppl"			"Karen B. Chapman"	"Apr 17, 2018"
GSE104536	"Analysis of differentially expressed genes between human Bone Marrow Stromal cells (hBMSC) and relative fully differentiated adipocytes from two healthy donor"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104536/suppl"	29151594		"Carmine Carbone"	"Apr 17, 2018"
GSE97977	"Genome-wide analysis of high glucose regulated genes expression in fully differentiated and polarized CaCo-2 Cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97977/suppl"			"sukru gulec"	"Apr 14, 2018"
GSE113016	"The Suppression of Medium Acidosis Improves the Maintenance and Differentiation of Human Pluripotent Stem Cells at High Density in Defined Cell Culture Medium"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113016/suppl"			"Guokai Chen"	"Apr 12, 2018"
GSE95042	"KDM4 inhibition targets breast cancer stem cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95042/suppl"	28883001		"Hauke Busch"	"Apr 10, 2018"
GSE103915	"Genome-wide expression profiling after TRRAP silencing in Burkitt's lymphoma"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103915/suppl"	29653964		"Alexander Jethwa"	"Apr 10, 2018"
GSE104383	"Gene expression analysis of tumour xenografts after injection of breast cancer cells treated with axolotl oocyte extracts"	"Expression profiling by array"	"Homo sapiens"	12						"Cinzia Allegrucci"	"Apr 10, 2018"
GSE97550	"Differentially expressed genes in human IL-7Ra high and low EM CD8+ T cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97550/suppl"			"Sungyong You"	"Apr 09, 2018"
GSE99070	"Comprehensive immunoproteogenomic analyses of malignant pleural mesothelioma"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99070/suppl"			"Hyun-Sung Lee"	"Apr 05, 2018"
GSE112680	"Whole blood transcriptome analysis in amyotrophic lateral sclerosis: a biomarker study [HT12_V4]"	"Expression profiling by array"	"Homo sapiens"	376		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112680/suppl"			"Jan Herman Veldink"	"Apr 05, 2018"
GSE112681	"Whole blood transcriptome analysis in amyotrophic lateral sclerosis: a biomarker study"	"Expression profiling by array"	"Homo sapiens"	1117						"Jan Herman Veldink"	"Apr 05, 2018"
GSE90011	"Depletion of DNMT1 in differentiated human cells highlights key classes of sensitive genes and an interplay with polycomb repression [expression]"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90011/suppl"			"Colum Patrick Walsh"	"Mar 31, 2018"
GSE90012	"Depletion of DNMT1 in differentiated human cells highlights key classes of sensitive genes and an interplay with polycomb repression "	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	24		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90012/suppl"			"Colum Patrick Walsh"	"Mar 31, 2018"
GSE97287	"Acute v. baseline PBMC gene expression in patients with Systemic Capillary Leak Syndrome"	"Expression profiling by array"	"Homo sapiens"	19		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97287/suppl"	29360169		"Timothy G Myers"	"Mar 31, 2018"
GSE112514	"Towne induced changes to human foreskin fibroblast transcriptional activity."	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112514/suppl"			"Philip E. Pellett"	"Mar 31, 2018"
GSE89951	"CHD7 specifies stem cell identity and neurogenic potential in neural progenitors by regulating SOX21 and BRN2 expression in human central nervous system"	"Expression profiling by array"	"Homo sapiens"	18		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89951/suppl"	29440260		"Tsukasa Sanosaka"	"Mar 28, 2018"
GSE108170	"Transcriptome analysis of CHARGE patients iPSC-derived neural stem/progenitor cells"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108170/suppl"	29440260		"Tsukasa Sanosaka"	"Mar 28, 2018"
GSE111327	"Chromatin remodeler CHD7 regulates the stem cell identity of human neural progenitors"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	185		"BW;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111327/suppl"	29440260		"Tsukasa Sanosaka"	"Mar 28, 2018"
GSE112371	"Dual inhibition of Src and MEK decreases the growth of human ovarian cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112371/suppl"			"Gao Zhang"	"Mar 28, 2018"
GSE112239	"Molecular profiling of SV-BR-1-GM, a clinically effective GM-CSF-secreting human breast cancer cell line"	"Expression profiling by array"	"Homo sapiens"	22		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112239/suppl"			"Markus Daniel Lacher"	"Mar 23, 2018"
GSE103842	"Respiratory Syncytial Virus Genotypes and Disease Severity in Young Children Hospitalized with Bronchiolitis"	"Expression profiling by array"	"Homo sapiens"	74		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103842/suppl"	29045741		"Nicole Baldwin"	"Mar 21, 2018"
GSE103106	"Nabiximols treatment in Multiple Sclerosis patients"	"Expression profiling by array"	"Homo sapiens"	66		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103106/suppl"	29528549		"Melissa Sorosina"	"Mar 19, 2018"
GSE107437	"Emory University African American Microbiome in Pregnancy Cohort [expression]"	"Expression profiling by array"	"Homo sapiens"	410		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107437/suppl"			"Anna K Knight"	"Mar 19, 2018"
GSE107460	"Emory University African American Microbiome in Pregnancy Cohort"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	537		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107460/suppl"			"Anna K Knight"	"Mar 19, 2018"
GSE106852	"Comparison of ITGA2+ trophoblast progenitors to VCT and EVT"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106852/suppl"	29540503		"Ashley Moffett"	"Mar 18, 2018"
GSE102249	"Microarray-based gene expression on human aortic valves"	"Expression profiling by array"	"Homo sapiens"	240		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102249/suppl"	29511167		"Yohan Bossé"	"Mar 14, 2018"
GSE103481	"A multi-omic analysis reveals a regulatory role of CD180 during the response of macrophages to Borrelia burgdorferi [microarray]"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103481/suppl"	29511161		"Jose Luis Lavin"	"Mar 14, 2018"
GSE103483	"A multi-omic analysis reveals a regulatory role of CD180 during the response of macrophages to Borrelia burgdorferi"	"Expression profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	12				29511161		"Jose Luis Lavin"	"Mar 14, 2018"
GSE95060	"Soft Hydrogels Support Differentiation of Induced Pluripotent Stem Cells toward Mesenchymal Stromal Cells [expression]"	"Expression profiling by array"	"Homo sapiens"	27		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95060/suppl"	29197223		"Wolfgang Wagner"	"Mar 13, 2018"
GSE95061	"Soft Hydrogels Support Differentiation of Induced Pluripotent Stem Cells toward Mesenchymal Stromal Cells"	"Methylation profiling by genome tiling array;Expression profiling by array"	"Homo sapiens"	39		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95061/suppl"	29197223		"Wolfgang Wagner"	"Mar 13, 2018"
GSE108456	"Gene expression analyses of  CWR22Res Nsi (non-silencing) control and with stable knockdown of Sprouty2 (SPRY2)"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108456/suppl"			"Rachana Ravindra Patel"	"Mar 13, 2018"
GSE109233	"No-glucose, hypoxic or ischemic (ODG) treatment of pericytes"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109233/suppl"			"Robert Carlsson"	"Mar 08, 2018"
GSE103094	"Whole blood gene expression after stimulation with TLR2 ligands (chitin oligomers, Pam2, Pam3) and the TLR4-ligand LPS"	"Expression profiling by array"	"Homo sapiens"	23		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103094/suppl"			"Alexander NR Weber"	"Mar 07, 2018"
GSE111475	"Gene expression profiles of human memory B cells stimulated with BCR/CD40L/IFN-γ/IL21"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111475/suppl"			"Kohta Miyawaki"	"Mar 07, 2018"
GSE111488	"Effects of a mixture of amino acids and other small molecules on the gene expression profile of HeLa cells"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111488/suppl"			"Tamás Czömpöly"	"Mar 07, 2018"
GSE111496	"The effects of testosterone and lipopolysaccharide on gene expression in immortalized ocular surface and adnexal cells"	"Expression profiling by array"	"Homo sapiens"	36		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111496/suppl"			"David A. Sullivan"	"Mar 07, 2018"
GSE75404	"Genome-wide study of transcriptional profile of human cytotoxic CD4 T cells"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75404/suppl"			"Martin Bizet"	"Mar 06, 2018"
GSE75406	"Genome-wide study of transcriptional and methylation profile of human cytotoxic CD4 T cells"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	48		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75406/suppl"			"Martin Bizet"	"Mar 06, 2018"
GSE111368	"Progression of whole blood transcriptional signatures from interferon-induced to neutrophil-associated patterns in patients with severe influenza"	"Expression profiling by array"	"Homo sapiens"	359		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111368/suppl"			"Long Hoang"	"Mar 03, 2018"
GSE101644	"Primary melanoma cell lines vary in glycolytic activity"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101644/suppl"			"Zhiqiang Wang"	"Mar 01, 2018"
GSE102571	"miR-550a-3-5p overexpression effect on human colon cancer cell line"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102571/suppl"			"Jae-sung Kim"	"Mar 01, 2018"
GSE111246	"HER2 Overexpression Modifies the Cellular Response to Hypoxia in MCF7 Breast Cancer Cell Lines"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111246/suppl"			"Edward Joseph Jarman"	"Mar 01, 2018"
GSE98278	"A molecular fingerprint for terminal abdominal aortic aneurysm progression"	"Expression profiling by array"	"Homo sapiens"	48		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98278/suppl"	29191809		"Bernd Henrik Northoff"	"Feb 27, 2018"
GSE111176	"Transcriptional organization of autism spectrum disorder"	"Expression profiling by array"	"Homo sapiens"	147						"Vahid H Gazestani"	"Feb 27, 2018"
GSE101612	"Microarray analysis of CCAR2-responsive gene expression in the presence of hydrogen peroxide"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101612/suppl"	29416683		"Ja-Eun Kim"	"Feb 23, 2018"
GSE104301	"Dual Blockade of the Lipid Kinase PIP4Ks and Mitotic Pathways Leads to Cancer-selective Lethality"	"Expression profiling by array"	"Homo sapiens"	23		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104301/suppl"	29259156		"Sang Hyun Lee"	"Feb 23, 2018"
GSE108011	"Transcriptomic profiling of rhesus macaques vaccinated with Ad26/ALVAC+gp120 or DNA/ALVAC+gp120"	"Expression profiling by array"	"Homo sapiens;Macaca mulatta"	115		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108011/suppl"			"Slim Fourati"	"Feb 23, 2018"
GSE78789	"Human NPY/AgRP hypothalamic cell lines for study of obesity susceptibility"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78789/suppl"	28071834		"Hung-I Harry Chen"	"Feb 22, 2018"
GSE110817	"A kinome-wide RNAi screen identifies ALK as a target to sensitize neuroblastoma cells for HDAC8-inhibitor treatment"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110817/suppl"			"Emily Koeneke"	"Feb 21, 2018"
GSE98324	"A roadmap for early human liver development from pluripotent stem cells"	"Expression profiling by array"	"Homo sapiens"	32		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98324/suppl"			"Kian Leong LEE"	"Feb 20, 2018"
GSE81169	"PHLDA1 mediates drug resistance in receptor tyrosine kinase driven cancer"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81169/suppl"			"Jun Wang"	"Feb 19, 2018"
GSE110617	"Reduced chronic lymphocyte activation following Interferon-α blockade in the acute phase of SIV infection in rhesus macaques"	"Expression profiling by array"	"Homo sapiens;Macaca mulatta"	107		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110617/suppl"			"Peter A Wilkinson"	"Feb 19, 2018"
GSE104849	"New role of ID3 in melanoma adaptive drug-resistance"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104849/suppl"	29299138		"Lionel Larribere"	"Feb 16, 2018"
GSE108346	"Comparison between drugs- and unfolded proteins-induced responses reveals early induction of components of an ER-resident multimeric complex binding unfolded proteins"	"Expression profiling by array"	"Homo sapiens"	38		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108346/suppl"			"Andrea Rinaldi"	"Feb 16, 2018"
GSE100051	"Comparative analysis of mouse and human placentas across gestation reveals species-specific regulators of placental development [human]"	"Expression profiling by array"	"Homo sapiens"	54		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100051/suppl"	29361559		"Mana Parast"	"Feb 15, 2018"
GSE100053	"Comparative analysis of mouse and human placentae across gestation reveals species-specific regulators of placental development"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	119				29361559		"Mana Parast"	"Feb 15, 2018"
GSE107824	"Comparative analysis of mouse and human placentae across gestation reveals species-specific regulators of placental development [Primary CTB]"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107824/suppl"	29361559		"Mana Parast"	"Feb 15, 2018"
GSE97221	"Molecular changes in premenopausal estrogen receptor-positive primary breast cancer after oophorectomy"	"Expression profiling by array"	"Homo sapiens"	88		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97221/suppl"	29214214		"Qiong Gao"	"Feb 14, 2018"
GSE107819	"Genome-wide analysis of gene expression by SGC7901 subjected to recombinant human STIP1 (rhSTIP1)"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107819/suppl"	29335007		"Lin Lin Huang"	"Feb 14, 2018"
GSE110425	"Unexpected growth-promoting effect of oxaliplatin in ERCC1-transfected human colon cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110425/suppl"			"abdelakamel chettab"	"Feb 10, 2018"
GSE94669	"61 lymphoma cell lines gene expression profiles"	"Expression profiling by array"	"Homo sapiens"	61		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94669/suppl"	29066507		"Francesco Bertoni"	"Feb 09, 2018"
GSE110106	"Blood Transcriptional Endotypes in Women with Pelvic Inflammatory Disease"	"Expression profiling by array"	"Homo sapiens"	116		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110106/suppl"			"xiaojing zheng"	"Feb 06, 2018"
GSE107912	"BV6 induces an early wave of gene expression via NF-κB and AP-1 and a second wave via TNFα/TNFR1 signaling"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107912/suppl"	29421152		"Hauke Busch"	"Feb 05, 2018"
GSE77812	"Transcriptome profiles of MDA-MB-231 breast cancer cells cultured with interstitial fluids from post-mastectomy breast cancer patients"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77812/suppl"	28630214		"Yujin Hoshida"	"Feb 01, 2018"
GSE102764	"Lipid addiction via Fatty Acid Synthase activates PI3K signaling in B cell non-Hodgkin’s Lymphoma (bNHL) [Illumina]"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102764/suppl"			"Afshin Beheshti"	"Feb 01, 2018"
GSE102765	"Lipid addiction via Fatty Acid Synthase activates PI3K signaling in B cell non-Hodgkin’s Lymphoma (bNHL)"	"Expression profiling by array"	"Homo sapiens"	57		"CEL;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102765/suppl"			"Afshin Beheshti"	"Feb 01, 2018"
GSE102791	"Lipid addiction via Fatty Acid Synthase activates PI3K signaling in B cell non-Hodgkin’s Lymphoma (bNHL) [SUDHL2, SUHDL10, and Raji]"	"Expression profiling by array"	"Homo sapiens"	33		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102791/suppl"			"Afshin Beheshti"	"Feb 01, 2018"
GSE102930	"Dynamic Quantitative Analytic Response of Human Natural Killer Cells at Single-Cell Resolution in B-cell Non-Hodgkin Lymphoma"	"Expression profiling by array"	"Homo sapiens"	21		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102930/suppl"			"Afshin Beheshti"	"Feb 01, 2018"
GSE86407	"MYC favors the onset of tumorigenesis by inducing epigenetic reprogramming of mammary epithelial cells towards a stem cell-like state [microarray]"	"Expression profiling by array"	"Homo sapiens"	18		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86407/suppl"	29523784		"Alessio Zippo"	"Jan 30, 2018"
GSE86416	"MYC favors the onset of tumorigenesis by inducing epigenetic reprogramming of mammary epithelial cells towards a stem cell-like state"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	33		"BED;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86416/suppl"	29523784		"Alessio Zippo"	"Jan 30, 2018"
GSE109824	"Genome-wide analysis of hepatic cells upon infection with Hepatitis B virus (HBV) or Hepatitis D virus (HDV)"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109824/suppl"	29524530		"Yi Ni"	"Jan 30, 2018"
GSE95054	"PPARδ elicits ligand-independent repression of 2 Trefoil Factor Family to limit prostate cancer growth"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95054/suppl"	29187400		"Ana Maria Aransay"	"Jan 29, 2018"
